2022-01-26 06:06:00,2022-01-26 06:11:00,  0.099609
2022-01-26 04:26:00,2022-01-26 04:31:00,  0.118652
2022-03-25 21:50:00,2022-03-25 21:53:00,-104.803711
2022-03-25 22:20:00,2022-03-25 22:23:00,-104.803223
2022-03-25 22:51:00,2022-03-25 22:54:00,-104.800781
2022-03-25 23:19:00,2022-03-25 23:22:00,-104.802979
2022-03-25 23:51:00,2022-03-25 23:54:00,-104.803711
2022-03-26 00:20:00,2022-03-26 00:23:00,-104.800049
2022-03-26 00:50:00,2022-03-26 00:53:00,-104.803955
2022-03-26 01:18:00,2022-03-26 01:21:00,-104.800781
2022-03-26 01:48:00,2022-03-26 01:51:00,-104.800293
2022-03-26 02:00:00,2022-03-26 02:08:00,-104.801758
2022-03-26 02:29:00,2022-03-26 02:37:00,-104.802002
2022-03-26 02:58:00,2022-03-26 03:04:00,-104.802002
2022-03-26 03:27:00,2022-03-26 03:32:00,-104.814453
2022-03-26 03:35:00,2022-03-26 03:40:00,-104.813965
2022-03-26 03:55:00,2022-03-26 04:00:00,-104.811279
2022-03-26 04:03:00,2022-03-26 04:08:00,-104.811035
2022-03-26 04:26:00,2022-03-26 04:30:00,-104.814209
2022-03-26 04:33:00,2022-03-26 04:38:00,-104.810791
2022-03-26 04:53:00,2022-03-26 04:58:00,-104.811523
2022-03-26 06:39:00,2022-03-26 06:42:00,-104.814453
2022-03-26 07:22:00,2022-03-26 07:25:00,-104.810547
2022-03-26 07:29:00,2022-03-26 07:32:00,-104.811035
2022-03-26 08:20:00,2022-03-26 08:23:00,-104.803467
2022-03-26 08:27:00,2022-03-26 08:30:00,-104.811523
2022-03-26 08:45:00,2022-03-26 08:50:00,-104.813721
2022-03-26 08:59:00,2022-03-26 09:04:00,-104.813965
2022-03-26 09:07:00,2022-03-26 09:12:00,-104.813477
2022-03-26 09:18:00,2022-03-26 09:21:00,-104.811523
2022-03-26 09:25:00,2022-03-26 09:28:00,-104.812012
2022-03-26 09:35:00,2022-03-26 09:42:00,-104.810547
2022-03-26 09:51:00,2022-03-26 09:54:00,-104.812012
