CLOCK
# Station ID    Delay (usec)    [Rate (sec/sec)]
Ax	  	0.385
Gl		-0.773
Kt		-0.019488
Mm		0.414085
Mg		0.528278
Nn		13.258
Pv		0.4715
Sz		0.555

