CLOCK
# Station ID    Delay (usec)    [Rate (sec/sec)]
Ax	  	0.444
Gl		-0.719
Kt		-0.002488
Mm		0.491085
Mg		0.656278
Nn		12.284
Pv		0.4975
Sz		0.426
