CLOCK
# Station ID    Delay (usec)    [Rate (sec/sec)]
Ax	  	0.399
Gl		-0.719
Kt		-0.011488
Mm		0.473085
Mg		0.626278
Nn		12.792
Pv		0.4975
Sz		0.571
