CLOCK
# Station ID    Delay (usec)    [Rate (sec/sec)]
Ax              0.3860
Kt              -0.0128
Mm              0.3111
Mg              0.5397
Sz              -0.0963
Pv              0.4848
Nn              12.7568
Gl              -0.8081
